scene_id,objects
00-00,"[{'id': '00-00-00-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.36479992516635745, 0.4172025697826905, 0.05]}, {'id': '00-00-01-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.4021555518155617, 0.2153124576397918, 0.05]}, {'id': '00-00-02-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.36479992516635745, 0.4172025697826905, 0.15000000000000002]}, {'id': '00-00-03-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.36479992516635745, 0.4172025697826905, 0.25]}, {'id': '00-00-04-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.4021555518155617, 0.2153124576397918, 0.15000000000000002]}, {'id': '00-00-05-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.4021555518155617, 0.2153124576397918, 0.25]}, {'id': '00-00-06-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.2262365349465475, 0.46554245231963576, 0.015]}, {'id': '00-00-07-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.17682146408752136, 0.1635480970702322, 0.015]}]"
00-01,"[{'id': '00-01-00-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3523332461053031, 0.38505299561719986, 0.05]}, {'id': '00-01-01-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.3523332461053031, 0.38505299561719986, 0.115]}, {'id': '00-01-02-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.24656020901779263, 0.193614114788977, 0.05]}, {'id': '00-01-03-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.40551315480775535, 0.06232302291351255, 0.05]}, {'id': '00-01-04-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.3523332461053031, 0.38505299561719986, 0.14500000000000002]}, {'id': '00-01-05-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.19450219136743496, 0.4277253459205913, 0.05]}, {'id': '00-01-06-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.37840545253662444, 0.214173147099396, 0.05]}, {'id': '00-01-07-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.37840545253662444, 0.214173147099396, 0.15000000000000002]}]"
00-02,"[{'id': '00-02-00-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.06993134419032235, 0.42565691282351314, 0.05]}, {'id': '00-02-01-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.11645737897075868, 0.07389938928343574, 0.05]}, {'id': '00-02-02-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.11645737897075868, 0.07389938928343574, 0.115]}, {'id': '00-02-03-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.10253315566797978, 0.24074149996442773, 0.05]}, {'id': '00-02-04-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.3999717808118213, 0.02492291269592306, 0.015]}, {'id': '00-02-05-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.43581911085205594, 0.1889899258733979, 0.05]}, {'id': '00-02-06-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.10253315566797978, 0.24074149996442773, 0.15000000000000002]}, {'id': '00-02-07-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.26719425656746537, 0.2753741576824663, 0.05]}]"
00-03,"[{'id': '00-03-00-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.11162930368262435, 0.2439108438652598, 0.015]}, {'id': '00-03-01-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.30398390431010036, 0.15101554358370423, 0.05]}, {'id': '00-03-02-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.12214906495472588, 0.3904355090026094, 0.05]}, {'id': '00-03-03-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.12214906495472588, 0.3904355090026094, 0.15000000000000002]}, {'id': '00-03-04-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.16988466868594504, 0.06754486170519824, 0.05]}, {'id': '00-03-05-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.16988466868594504, 0.06754486170519824, 0.15000000000000002]}, {'id': '00-03-06-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.30398390431010036, 0.15101554358370423, 0.15000000000000002]}, {'id': '00-03-07-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.07390692845325908, 0.030654852161709434, 0.015]}]"
00-04,"[{'id': '00-04-00-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.2512119926717051, 0.42382349092517796, 0.05]}, {'id': '00-04-01-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.14236186274005114, 0.07043577306993445, 0.05]}, {'id': '00-04-02-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.366977969560141, 0.2542914414716463, 0.05]}, {'id': '00-04-03-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.3667694490457781, 0.03546953622791055, 0.015]}, {'id': '00-04-04-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.2512119926717051, 0.42382349092517796, 0.15000000000000002]}, {'id': '00-04-05-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.14236186274005114, 0.07043577306993445, 0.15000000000000002]}, {'id': '00-04-06-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.14236186274005114, 0.07043577306993445, 0.21500000000000002]}, {'id': '00-04-07-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.469856651914612, 0.12074419931127078, 0.05]}]"
00-05,"[{'id': '00-05-00-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.2502049624387676, 0.3626003404407953, 0.05]}, {'id': '00-05-01-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.19947772060962637, 0.09484111352369633, 0.015]}, {'id': '00-05-02-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.4467359642901765, 0.06070537617285213, 0.05]}, {'id': '00-05-03-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.2502049624387676, 0.3626003404407953, 0.115]}, {'id': '00-05-04-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.4142594834733963, 0.27629375158753483, 0.05]}, {'id': '00-05-05-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.07305260036927663, 0.26487057827343874, 0.05]}, {'id': '00-05-06-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.26328624327571337, 0.20061887927792088, 0.05]}, {'id': '00-05-07-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.06826627749637998, 0.45001632995932406, 0.05]}]"
00-06,"[{'id': '00-06-00-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3608025541333128, 0.2560445540631154, 0.05]}, {'id': '00-06-01-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.2703795235319507, 0.06674728551732861, 0.015]}, {'id': '00-06-02-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.16592877945961465, 0.22062525687515916, 0.05]}, {'id': '00-06-03-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.4799726077551156, 0.017239367917468273, 0.05]}, {'id': '00-06-04-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3608025541333128, 0.2560445540631154, 0.15000000000000002]}, {'id': '00-06-05-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.21324519095854394, 0.4415936146014834, 0.05]}, {'id': '00-06-06-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.2584501916554413, 0.32229709201708856, 0.015]}, {'id': '00-06-07-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.13593254530057564, 0.0370888988667768, 0.05]}]"
00-07,"[{'id': '00-07-00-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.12132226564150864, 0.4358815948422538, 0.05]}, {'id': '00-07-01-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.39821745645933415, 0.4523031564010599, 0.015]}, {'id': '00-07-02-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3187871684450977, 0.3039947815472236, 0.05]}, {'id': '00-07-03-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.19299389828416585, 0.1949915935138985, 0.05]}, {'id': '00-07-04-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.1357981143013714, 0.02102925353515034, 0.05]}, {'id': '00-07-05-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.31107422350806846, 0.48174987483824244, 0.05]}, {'id': '00-07-06-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3175080837530666, 0.08166657335229596, 0.05]}, {'id': '00-07-07-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.19299389828416585, 0.1949915935138985, 0.115]}]"
00-08,"[{'id': '00-08-00-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.19398424628396854, 0.09556655586534436, 0.015]}, {'id': '00-08-01-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.14356748405833156, 0.4167834506873775, 0.05]}, {'id': '00-08-02-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.14356748405833156, 0.4167834506873775, 0.15000000000000002]}, {'id': '00-08-03-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.14356748405833156, 0.4167834506873775, 0.25]}, {'id': '00-08-04-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3343387948429574, 0.13598707192323578, 0.05]}, {'id': '00-08-05-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3553344094373037, 0.4332350155787642, 0.05]}, {'id': '00-08-06-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.3326530361117626, 0.3135791995120956, 0.015]}, {'id': '00-08-07-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.3343387948429574, 0.13598707192323578, 0.15000000000000002]}]"
00-09,"[{'id': '00-09-00-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.43953684182085134, 0.21223402330786473, 0.05]}, {'id': '00-09-01-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.43953684182085134, 0.21223402330786473, 0.115]}, {'id': '00-09-02-cyl-r-03', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.03, 0.03, 0.03], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'small', 'class_type': 'solid'}, 'position': [0.018182359191367577, 0.07044941842775251, 0.015]}, {'id': '00-09-03-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.4591244091724213, 0.4251439973310937, 0.05]}, {'id': '00-09-04-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.10714358221425964, 0.42045250622386765, 0.05]}, {'id': '00-09-05-cub-r-10', 'shape': 'cube', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.30286113749207433, 0.12681805620565867, 0.05]}, {'id': '00-09-06-cub-y-10', 'shape': 'cube', 'color': 'yellow', 'color_id': [255, 255, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cube', 'color': 'yellow', 'size': 'big', 'class_type': 'solid'}, 'position': [0.18227588910080844, 0.2014868787816146, 0.05]}, {'id': '00-09-07-cyl-r-10', 'shape': 'cylinder', 'color': 'red', 'color_id': [255, 0, 0], 'size': [0.1, 0.1, 0.1], 'features': {'object_type': 'cylinder', 'color': 'red', 'size': 'big', 'class_type': 'solid'}, 'position': [0.290769279786494, 0.44174175996068205, 0.05]}]"
